action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,1175645,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,OC1=C2Sc3cc(F)ccc3N=C2CC(c2ccccc2)C1,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL93466,,CHEMBL93466,4.7,0,http://www.openphacts.org/units/Nanomolar,169020,=,1,1,=,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,,1175646,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,CC1(C)CC2=Nc3ccc(F)cc3S(=O)(=O)C2=C(O)C1,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL91049,,CHEMBL91049,5.3,0,http://www.openphacts.org/units/Nanomolar,169024,=,1,1,=,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,5
,,1179449,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C2CC3=Nc4ccc(Cl)cc4S(=O)(=O)C3=C(O)C2)c1OC,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL92956,,CHEMBL92956,5.4,0,http://www.openphacts.org/units/Nanomolar,169031,=,1,1,=,,IC50,nM,,4000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,4
,,1180968,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,OC1=C2Sc3cc(Cl)ccc3N=C2CC(c2ccc(Cl)cc2)C1,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL91050,,CHEMBL91050,5.4,0,http://www.openphacts.org/units/Nanomolar,169023,=,1,1,=,,IC50,nM,,4000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,4
,,1182230,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C2CC3=Nc4ccc(F)cc4S(=O)(=O)C3=C(O)C2)cc1OC,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL329532,,CHEMBL329532,5.3,0,http://www.openphacts.org/units/Nanomolar,169026,=,1,1,=,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,5
,,1183528,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C2CC3=Nc4ccc(F)cc4SC3=C(O)C2)c1,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL93465,,CHEMBL93465,4.7,0,http://www.openphacts.org/units/Nanomolar,169019,=,1,1,=,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,,1183529,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,O=S1(=O)C2=C(O)CC(c3ccc(Cl)cc3)CC2=Nc2ccc(Cl)cc21,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL91856,,CHEMBL91856,5.4,0,http://www.openphacts.org/units/Nanomolar,169029,=,1,1,=,,IC50,nM,,4000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,4
,,1183534,[],CHEMBL682027,Inhibition of falcipain activity,F,,,BAO_0000190,BAO_0000019,assay format,COc1cccc(C2CC3=Nc4ccc(F)cc4S(=O)(=O)C3=C(O)C2)c1,,,CHEMBL1130327,J Med Chem,1997,,CHEMBL93341,,CHEMBL93341,5.3,0,http://www.openphacts.org/units/Nanomolar,169027,=,1,1,=,,IC50,nM,,5000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,5
,,1271381,[],CHEMBL682031,Inhibition of falcipain2 from Plasmodium falciparum,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\N=C(/S)N1CCN(C)CC1)c1cccc(Br)c1,,,CHEMBL1148328,J Med Chem,2004,,CHEMBL326220,,CHEMBL326220,,0,http://www.openphacts.org/units/Nanomolar,205613,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,,1273742,[],CHEMBL682031,Inhibition of falcipain2 from Plasmodium falciparum,B,,,BAO_0000190,BAO_0000357,single protein format,CS/C(S)=N/N=C(\C)c1ccccn1,,,CHEMBL1148328,J Med Chem,2004,,CHEMBL73007,,CHEMBL73007,,0,http://www.openphacts.org/units/Nanomolar,205609,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,,1293068,[],CHEMBL682031,Inhibition of falcipain2 from Plasmodium falciparum,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\N=C(\N)S)c1ccc(Nc2ccccc2)cc1,,,CHEMBL1148328,J Med Chem,2004,,CHEMBL107612,,CHEMBL107612,,0,http://www.openphacts.org/units/Nanomolar,205619,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,,1294493,[],CHEMBL682031,Inhibition of falcipain2 from Plasmodium falciparum,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\N=C(\N)S)c1ccc(-c2ccccc2)cc1,,,CHEMBL1148328,J Med Chem,2004,"{'bei': '18.56', 'le': '0.36', 'lle': '1.68', 'sei': '9.85'}",CHEMBL323975,,CHEMBL323975,5,0,http://www.openphacts.org/units/Nanomolar,205620,=,1,1,=,,IC50,nM,,10000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,10
,,1302697,[],CHEMBL682031,Inhibition of falcipain2 from Plasmodium falciparum,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N\NC(N)=S)c1ccccn1,,,CHEMBL1148328,J Med Chem,2004,,CHEMBL416771,,CHEMBL416771,,0,http://www.openphacts.org/units/Nanomolar,205611,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,,1302699,[],CHEMBL682031,Inhibition of falcipain2 from Plasmodium falciparum,B,,,BAO_0000190,BAO_0000357,single protein format,C/C(=N/N=C(/N)S)c1cccc(/C(C)=N/N=C(/N)S)n1,,,CHEMBL1148328,J Med Chem,2004,,CHEMBL325549,,CHEMBL325549,,0,http://www.openphacts.org/units/Nanomolar,205608,>,1,1,>,,IC50,nM,,20000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,20
,Not Tested,1434207,[],CHEMBL827549,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 (Untested),B,,,BAO_0000190,BAO_0000357,single protein format,CC/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,,CHEMBL92099,,CHEMBL92099,,0,http://www.openphacts.org/units/Nanomolar,370154,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,
,,1434623,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,CCCC/C(=N\NC(N)=S)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '20.40', 'le': '0.47', 'lle': '2.49', 'sei': '12.31'}",CHEMBL181504,,CHEMBL181504,6.21,0,http://www.openphacts.org/units/Nanomolar,370159,=,1,1,=,,IC50,nM,,620,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,620
,Not Determined,1434629,[],CHEMBL828172,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 (No detectable),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)/C(=N\N=C(\N)S)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,,CHEMBL367811,,CHEMBL367811,,0,http://www.openphacts.org/units/Nanomolar,370160,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,
,,1434635,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(S)=N/N=C(/c1ccc(Cl)c(Cl)c1)C1CCCCC1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '14.70', 'le': '0.33', 'lle': '0.33', 'sei': '9.57'}",CHEMBL181902,,CHEMBL181902,4.85,0,http://www.openphacts.org/units/Nanomolar,370165,=,1,1,=,,IC50,nM,,14000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,14000
,,1434641,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(S)=N/N=C(\C=C\c1ccccc1)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '18.07', 'le': '0.39', 'lle': '1.67', 'sei': '12.47'}",CHEMBL181752,,CHEMBL181752,6.33,0,http://www.openphacts.org/units/Nanomolar,370166,=,1,1,=,,IC50,nM,,470,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,470
,,1434750,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(S)=N/N=C(\Cc1ccccc1)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '15.01', 'le': '0.33', 'lle': '0.90', 'sei': '10.00'}",CHEMBL183767,,CHEMBL183767,5.08,0,http://www.openphacts.org/units/Nanomolar,370171,=,1,1,=,,IC50,nM,,8400,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,8400
,,1435156,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C(=N\N=C(\N)S)c2ccc(Cl)c(Cl)c2)cc1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '16.98', 'le': '0.37', 'lle': '1.44', 'sei': '11.32'}",CHEMBL182795,,CHEMBL182795,5.75,0,http://www.openphacts.org/units/Nanomolar,370176,=,1,1,=,,IC50,nM,,1800,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,1800
,,1435162,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(S)=N/N=C(/c1ccc(Cl)c(Cl)c1)C1CC1c1ccccc1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '17.00', 'le': '0.37', 'lle': '1.44', 'sei': '12.21'}",CHEMBL183396,,CHEMBL183396,6.19,0,http://www.openphacts.org/units/Nanomolar,370177,=,1,1,=,,IC50,nM,,640,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,640
,,1435168,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(S)=N/N=C(\COc1ccccc1)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '18.14', 'le': '0.40', 'lle': '2.41', 'sei': '10.72'}",CHEMBL182790,,CHEMBL182790,6.43,0,http://www.openphacts.org/units/Nanomolar,370182,=,1,1,=,,IC50,nM,,375,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,375
,,1435174,[],CHEMBL833534,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 ,B,,,BAO_0000190,BAO_0000357,single protein format,N/C(S)=N/N=C(\CCc1ccccc1)c1ccc(Cl)c(Cl)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,"{'bei': '15.85', 'le': '0.35', 'lle': '1.02', 'sei': '11.01'}",CHEMBL183005,,CHEMBL183005,5.58,0,http://www.openphacts.org/units/Nanomolar,370183,=,1,1,=,,IC50,nM,,2600,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,2600
,Not Tested,1435289,[],CHEMBL827549,Inhibitory concentration against falcipain-2 of Plasmodium falciparum W2 (Untested),B,,,BAO_0000190,BAO_0000357,single protein format,CC/C(=N\N=C(\N)S)c1cccc(Br)c1,,,CHEMBL1144459,Bioorg Med Chem Lett,2005,,CHEMBL313679,,CHEMBL313679,,0,http://www.openphacts.org/units/Nanomolar,370187,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,nM,UO_0000065,,
,,1510419,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)/C=C/c2ccc3c(c2)OCO3)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '13.31', 'le': '0.26', 'lle': '-0.01', 'sei': '7.31'}",CHEMBL195381,,CHEMBL195381,5.6,0,http://www.openphacts.org/units/Nanomolar,391138,=,1,1,=,,IC50,nM,,2500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.5
,,1510421,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '13.58', 'le': '0.27', 'lle': '-0.94', 'sei': '9.60'}",CHEMBL194821,,CHEMBL194821,5.58,0,http://www.openphacts.org/units/Nanomolar,391159,=,1,1,=,,IC50,nM,,2600,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.6
,,1510530,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '12.57', 'le': '0.26', 'lle': '-1.59', 'sei': '9.63'}",CHEMBL195822,,CHEMBL195822,5.6,0,http://www.openphacts.org/units/Nanomolar,391185,=,1,1,=,,IC50,nM,,2500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.5
,,1510534,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)/C=C/c2ccc(F)cc2F)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '13.53', 'le': '0.26', 'lle': '-0.57', 'sei': '9.60'}",CHEMBL191640,,CHEMBL191640,5.58,0,http://www.openphacts.org/units/Nanomolar,391210,=,1,1,=,,IC50,nM,,2600,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,2.6
,,1510538,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)cc(OC)c1OC,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '12.30', 'le': '0.24', 'lle': '-0.17', 'sei': '6.69'}",CHEMBL192149,,CHEMBL192149,5.75,0,http://www.openphacts.org/units/Nanomolar,391236,=,1,1,=,,IC50,nM,,1800,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,1.8
,,1510540,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '14.38', 'le': '0.27', 'lle': '-0.46', 'sei': '9.31'}",CHEMBL191457,,CHEMBL191457,5.42,0,http://www.openphacts.org/units/Nanomolar,391258,=,1,1,=,,IC50,nM,,3800,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,3.8
,,1510542,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1ccc(C(=O)/C=C/c2ccccn2)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '14.47', 'le': '0.28', 'lle': '0.19', 'sei': '7.69'}",CHEMBL373022,,CHEMBL373022,5.47,0,http://www.openphacts.org/units/Nanomolar,391259,=,1,1,=,,IC50,nM,,3400,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,3.4
,,1510546,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(NC(=O)Nc2ccc(C(=O)/C=C/c3ccccn3)cc2)cc1,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '13.13', 'le': '0.24', 'lle': '0.27', 'sei': '6.10'}",CHEMBL370877,,CHEMBL370877,4.9,0,http://www.openphacts.org/units/Nanomolar,391278,=,1,1,=,,IC50,nM,,12500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,12.5
,No significant effect,1510548,[],CHEMBL828586,Inhibitory concentration against falcipain-2; No significant effect impaired solubility,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1)Nc1cccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)c1,,,CHEMBL1141931,J Med Chem,2005,,CHEMBL369924,,CHEMBL369924,,0,http://www.openphacts.org/units/Nanomolar,391300,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,
,No significant effect,1510552,[],CHEMBL828586,Inhibitory concentration against falcipain-2; No significant effect impaired solubility,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(/C=C/C(=O)c2cccc(NC(=O)Nc3ccccc3)c2)cc(OC)c1OC,,,CHEMBL1141931,J Med Chem,2005,,CHEMBL194878,,CHEMBL194878,,0,http://www.openphacts.org/units/Nanomolar,391322,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,
,No significant effect,1510556,[],CHEMBL828586,Inhibitory concentration against falcipain-2; No significant effect impaired solubility,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(/C=C/C(=O)c2cccc(NC(=O)Nc3ccccc3)c2)cc1,,,CHEMBL1141931,J Med Chem,2005,,CHEMBL195844,,CHEMBL195844,,0,http://www.openphacts.org/units/Nanomolar,391347,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,
,No significant effect,1510560,[],CHEMBL828586,Inhibitory concentration against falcipain-2; No significant effect impaired solubility,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccccc1)Nc1cccc(C(=O)/C=C/c2ccc(Br)cc2)c1,,,CHEMBL1141931,J Med Chem,2005,,CHEMBL192261,,CHEMBL192261,,0,http://www.openphacts.org/units/Nanomolar,391348,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,
,,1510563,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(=N)N,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '19.31', 'le': '0.37', 'lle': '8.22', 'sei': '4.95'}",CHEMBL191881,LEUPEPTIN,CHEMBL191881,8.24,0,http://www.openphacts.org/units/Nanomolar,391374,=,1,1,=,,IC50,nM,,5.8,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.0058
,,1510676,[],CHEMBL827933,Inhibitory concentration against recombinant Falcipain-2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,,,CHEMBL1141931,J Med Chem,2005,"{'bei': '20.25', 'le': '0.40', 'lle': '8.70', 'sei': '4.20'}",CHEMBL374508,E-64,CHEMBL374508,7.24,0,http://www.openphacts.org/units/Nanomolar,391026,=,1,1,=,,IC50,nM,,58,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.058
,Insoluble,1510678,[],CHEMBL828586,Inhibitory concentration against falcipain-2; No significant effect impaired solubility,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,,,CHEMBL1141931,J Med Chem,2005,,CHEMBL76,CHLOROQUINE,CHEMBL76,,0,http://www.openphacts.org/units/Nanomolar,391047,,1,0,,,IC50,nM,,,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,
,,1688134,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,O=S(=O)(NCc1ccco1)c1ccc2c(c1)Cc1cc(S(=O)(=O)NCc3ccco3)ccc1-2,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '12.08', 'le': '0.24', 'lle': '2.45', 'sei': '4.93'}",CHEMBL381093,,CHEMBL381093,5.85,0,http://www.openphacts.org/units/Nanomolar,433986,=,1,1,=,,IC50,nM,,1400,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,1.4
,,1688136,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H]1O[C@@H]1C(=O)O)C(=O)NCCCCN=C(N)N,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '21.89', 'le': '0.43', 'lle': '9.28', 'sei': '4.54'}",CHEMBL374508,E-64,CHEMBL374508,7.82,1,http://www.openphacts.org/units/Nanomolar,434027,=,1,1,=,,IC50,nM,,15,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,0.015
,,1688137,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1csc(Cn2nc(CC(=O)N/N=C/c3ccccc3)c3ccccc3c2=O)n1,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '10.22', 'le': '0.19', 'lle': '1.37', 'sei': '4.78'}",CHEMBL204973,,CHEMBL204973,4.26,0,http://www.openphacts.org/units/Nanomolar,434003,=,1,1,=,,IC50,nM,,54300,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,54.3
,,1688138,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CSc1nnc(O)n1Cc1ccco1)c1ccc2c(c1)OCCO2,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '11.47', 'le': '0.22', 'lle': '1.91', 'sei': '4.30'}",CHEMBL204850,,CHEMBL204850,4.28,0,http://www.openphacts.org/units/Nanomolar,434002,=,1,1,=,,IC50,nM,,52300,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,52.3
,,1688139,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,N=C(CS(=O)(=O)Cc1ccc(F)cc1)NOC(=O)c1cccs1,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '12.07', 'le': '0.26', 'lle': '2.16', 'sei': '4.47'}",CHEMBL204452,,CHEMBL204452,4.3,0,http://www.openphacts.org/units/Nanomolar,434001,=,1,1,=,,IC50,nM,,50000,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,50
,,1688140,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc(C)nc(N(CCS(=O)(=O)c2ccccc2)CCS(=O)(=O)c2ccccc2)n1,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '10.59', 'le': '0.21', 'lle': '2.64', 'sei': '4.43'}",CHEMBL380140,,CHEMBL380140,4.88,0,http://www.openphacts.org/units/Nanomolar,434000,=,1,1,=,,IC50,nM,,13200,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,13.2
,,1688141,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1sccc1NC(=O)CC(=O)Nc1ccsc1C(=O)OC,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '13.03', 'le': '0.27', 'lle': '2.63', 'sei': '4.50'}",CHEMBL383231,,CHEMBL383231,4.98,0,http://www.openphacts.org/units/Nanomolar,433999,=,1,1,=,,IC50,nM,,10400,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,10.4
,,1688142,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(O)c(/N=N/C(=O)CCCCC(=O)/N=N/c2c(O)n(C)c3ccccc23)c2ccccc21,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '11.26', 'le': '0.21', 'lle': '-0.37', 'sei': '3.87'}",CHEMBL203856,,CHEMBL203856,5.19,0,http://www.openphacts.org/units/Nanomolar,433998,=,1,1,=,,IC50,nM,,6500,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,6.5
,,1688143,[],CHEMBL859281,Inhibition of falcipain2,B,,,BAO_0000190,BAO_0000357,single protein format,CCCc1cc(O)nc(SCC(=O)NCCSCc2ccco2)n1,,,CHEMBL1138178,J Med Chem,2006,"{'bei': '14.52', 'le': '0.30', 'lle': '2.47', 'sei': '6.05'}",CHEMBL203823,,CHEMBL203823,5.34,0,http://www.openphacts.org/units/Nanomolar,433997,=,1,1,=,,IC50,nM,,4600,CHEMBL5800,Plasmodium falciparum,Falcipain 2,5833,,,IC50,uM,UO_0000065,,4.6
